WineName,WineryName,Description,Price,Capacity,Grape,Secondary Grape Varieties,Closure,Country,Unit,Characteristics,Per bottle / case / each,Type,ABV,Region,Style,Vintage,Appellation,Acidity
Sauvignon Blanc,Yealands,"Yealands were certified carbon-zero as soon as they started. Today, solar panels, vine-pruning burners and three wind turbines provide 25% of all of the energy used. Their head winemaker, Natalie Christiensen, was named as one of the World's Most Influential Women in Wine in 2018. Her skill certainly shows in this single-vineyard Sauvignon. It has intense aromas of lime, passionfruit, blackcurrant leaf and fresh herbs, and a distinctive mineral finish that's great with oysters. Bob Campbell MW gave the 2020 vintage 93 points.

In 2022, this wine won an IWC award for the 2021 vintage.",£14.99 per bottle,75CL,Sauvignon Blanc,,Screwcap,New Zealand,9.8,"Grass, Green Apple, Lemon, Stone Fruit, Tropical Fruit",per bottle,White,ABV 13.00%,Marlborough,Crisp & Zesty,2022,Awatere Valley,High
Bordeaux,Château Tour de Bigorre,"Château Tour de Bigorre have been making excellent value claret for 80 years. You'll taste their expertise in this Merlot, Cabernet Sauvignon and Cabernet Franc blend. Showing signs of maturity, its juicy and ripe red-fruit flavours are complemented by hints of vanilla. Try it with your Sunday roast.",£11.99 per bottle,75CL,Merlot,"Cabernet Franc, Cabernet Sauvignon",Natural Cork,France,10.1,"Red Fruit, Savoury, Vanilla, Toast",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2016,Bordeaux,High
Rioja Crianza,Ontañón,"When you're after a classic bottle, you can't do better than this – a bold Rioja from a family who've been making it for 80 years. The fourth-generation Pérez Cuevas family farm high-altitude plots at up to 800 metres in the  Sierra de Yerga mountains. They are working to make all their vineyards 100% organic and are continuously promoting biodiversity. Olive trees and other native flora are dotted among their picturesque vineyards. Expect plenty of bold strawberry and cherry flavours, with hints of vanilla and spice – the perfect accompaniment to roast lamb.",£11.99 per bottle,75CL,Tempranillo,Garnacha,Natural Cork,Spain,10.5,"Black Cherry, Black Plum, Coconut, Sweet Spice",per bottle,Red,ABV 14.00%,Rioja And Navarra,Smooth & Mellow,2019,Rioja,High
Rara Neagra de Purcari,Château Purcari,"The world's most award-winning winery in 2021, Purcari have bagged 333 gold and silver medals across a huge number of influential wine competitions. But they're not just some young upstart. An imperial Russian decree in 1827 granted Purcari status as the first specialised winery in Bessarabia. In 1847 they won their first medal and in 1878 snagged gold at the Paris World Fair – a trend that would continue. This ruby-hued number made from local Rară Neagră grapes has pure fruit aromas of sour cherry, blackcurrant and plum, and hints of spice. A satiny texture with every sip, too. Think of it as Moldova's take on a classic Rhône red.",£16.99 per bottle,75CL,Rara Neagra,,Natural Cork,Moldova,10.1,"Black Fruit, Cocoa, Sweet Spice",per bottle,Red,ABV 13.50%,Moldova,Bold & Spicy,2021,,High
Pinot Noir,Mud House,"Central Otago is the central part of New Zealand's south island, and with its free-draining loam and gravel soils and wide diurnal temperature variation, it has become known for superb Pinot Noir. This is a single-vineyard wine from Otago's sub-region of Bendigo. An intense and powerful Pinot, full of bright red cherry and darker bramble fruit, layered with gentle notes of mocha and spice. Finely balanced tannin and acidity provide great grip and length. Enjoy with duck or lamb.",£13.99 per bottle,75CL,Pinot Noir,,Screwcap,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,ABV 13.50%,Central Otago,Light & Elegant,2021,,High
Malbec,Catena Zapata,"Nicolás Catena Zapata was the first ever South American to be named Decanter Man of the Year. He introduced high-altitude Malbec to the world, helping make Argentinian expressions of the grape a household name. Catena Alta is a collection of wines made in limited quantities from carefully selected vines in Catena's best vineyards. These prized bottles are best enjoyed after 3 years of maturation and will continue to improve over at least a decade. It's aged for 18 months in oak, making it rich and supple. Expect notes of black fruits, mocha and vanilla. Enjoy a generous glass with roasted pork, studded with cloves.",£33.99 per bottle,75CL,Malbec,,Natural Cork,Argentina,10.5,"Violet, Black Fruit, Chocolate, Red Fruit, Ripe Fruit, Vanilla",per bottle,Red,ABV 14.00%,Mendoza,Rich & Juicy,2020,,High
Malbec,Catena Alta,"Nicolás Catena Zapata was the first ever South American to be named Decanter Man of the Year. He introduced high-altitude Malbec to the world, helping make Argentinian expressions of the grape a household name. Catena Alta is a collection of wines made in limited quantities from carefully selected vines in Catena's best vineyards. These prized bottles are best enjoyed after 3 years of maturation and will continue to improve over at least a decade. It's aged for 18 months in oak, making it rich and supple. Expect notes of black fruits, mocha and vanilla. Enjoy a generous glass with roasted pork, studded with cloves.",£33.99 per bottle,75CL,Malbec,,Natural Cork,Argentina,10.5,"Violet, Black Fruit, Chocolate, Red Fruit, Ripe Fruit, Vanilla",per bottle,Red,ABV 14.00%,Mendoza,Rich & Juicy,2020,,High
Villa Antinori Chianti Classico Riserva,Antinori,"So what's a Riserva? In Chianti Classico, it must be aged for at least two years in oak barrels, plus three months in the bottle. It takes a lot of patience. But this means it's more elegant and smooth. Taste the benefits in this release from Villa Antinori. It has aromas of wild cherries and cinnamon and a long, spicy finish. Try it with roasted vegetables.",£27.99 per bottle,75CL,Sangiovese,"Merlot, Cabernet Sauvignon",Natural Cork,Italy,10.5,"Vanilla, Cloves, Earth, Red Cherry, Red Fruit, Spice",per bottle,Red,ABV 14.00%,Tuscany,Savoury & Full Bodied,2020,Chianti Classico,High
Cabardès,Château de Pennautier,"Bertrand Seube used to make wine at the world-famous Château Mouton-Rothschild. Today, he creates this rustic red blend at a historic 15th century estate a stone's throw from the fortress town of Carcassonne. You can taste the benefits of his expertise in flavours of blackcurrant, raspberry and baking spices. It has firm tannins that are great with a casserole.",£12.99 per bottle,75CL,Cabernet Sauvignon,"Merlot, Grenache, Malbec",Natural Cork,France,10.9,"Spice, Black Fruit, Dried Herbs",per bottle,Red,ABV 14.50%,Languedoc-Roussillon,Bold & Spicy,2021,Cabardès,High
Rioja Reserva,Marqués de Cáceres,"Located in the heart of Rioja Alta, Marqués de Cáceres started off as a family business. Today, their wines can be found in 120 countries. Their secret? They specialise in producing exceptional Tempranillo, the main grape that goes into Rioja. Their decades of experience can be tasting in their Reserva, which is aged for 20 months in oak, and then refined for a minimum of two years in the bottle. Because of this, you can expect exquisite flavours of cherry, vanilla and toast. Enjoy over the next six years with roast lamb or game birds.",£15.99 per bottle,75CL,Tempranillo,,Natural Cork,Spain,10.9,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2017,Rioja,High
Médoc,Château Tour Saint Bonnet,"Great Bordeaux doesn't have to cost the earth – you just need to know where to look. Based in Saint-Christoly in the north of the Médoc region, Château Tour Saint Bonnet is recognised as a Cru Bourgeois estate: a classification of quality and value. The grapes for this mature claret are sourced from a single plot of old vines overlooking the Gironde estuary, on the finest gravel soils. Here, brothers Frédéric and Edouard employ innovative winemaking techniques, ageing their wines in large oak foudres instead of traditional oak barriques. Their blends have a reputation for concentration and excellent ageability. And with over 10 years of age, this 2011 vintage is remarkably complex. Ripe. Structured. Rounded. It has perfumed notes of blackcurrant, blueberry and spice, great texture and a long finish. Its subtle savoury character will pair well with rich meat dishes such as beef, lamb or venison.",£19.99 per bottle,75CL,Merlot,"Cabernet Sauvignon, Petit Verdot",Natural Cork,France,10.1,"Blackcurrant, Blueberry, Spice",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2011,Médoc,High
Chardonnay,Saintsbury,"A complex, balanced Burgundy-style Chardonnay from the winery that put Caneros on the wine world map. It's tropical, nutty and balanced, with notes of apple compote and pear. It's deliciously fresh when young but will age excellently for three years. Best served lightly chilled.",£26.99 per bottle,75CL,Chardonnay,,Screwcap,USA,10.1,"Vanilla, Apricot, Green Apple, Hazelnut, Melon, Peach, Spice",per bottle,White,ABV 13.50%,California,Rich & Toasty,2018,,Low
Bin 2 Shiraz-Mataro,Penfolds,"Penfolds' Bin 2 was first released in 1960 – but was temporarily discontinued in the 1970s during the country's white wine boom. Now it's back, made under the watchful eye of Chief Winemaker Peter Gago. It's a blend of Shiraz and Mataro – also known as Mourvèdre – and it's a combination that's still quite uncommon in Australian table wines. Soft and medium-bodied with subtle hints of oak, its rich redcurrant and plum flavours are delicious with roast venison. The 2019 vintage was awarded Silver at the 2022 Decanter World Wine Awards.",£29.99 per bottle,75CL,Shiraz,Mataro,Natural Cork,Australia,10.9,"Black Plum, Blackcurrant, Chocolate, Dried Herbs, Vanilla, Redcurrant",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2020,,High
Shiraz,Yellow Tail,"In quintessential Aussie Shiraz style, Yellow Tail Shiraz is both rich and lively, with a deep red berry, spice and liquorice palate. Indulge in a generous glass with a chocolate dessert for a real treat.",£7.99 per bottle,75CL,Shiraz,,Screwcap,Australia,10.1,"Vanilla, Black Fruit, Black Pepper, Black Plum, Blackberry, Blackcurrant, Chocolate, Jammy",per bottle,Red,ABV 13.50%,South East Australia,Bold & Spicy,2021,,High
Shiraz,Cape Mentelle,"Cape Mentelle is one of Margaret River's 'founding five' wineries. A benchmark for quality, they're celebrated for having pioneered many of this Western Australian wine region's renowned styles. Despite other grape varieties often taking the limelight, Shiraz really flourishes here. A cooler coastal influence results in a more restrained style than the bold-and-jammy Shiraz of Barossa and Mclaren Vale. In a nod towards the traditional Syrah blends of the Rhône Valley's Côte-Rôtie, winemaker Eloise Jarvis blends her red Shiraz grapes with white Viognier to dial up the complexity. Viognier is rich and aromatic, so adding it to a blend brings freshness, softens tannins, and enhances any fruity and floral notes. Côte-Rôtie wines usually come with lofty prices, but this Cape Mentelle favourite means you can enjoy the style at a fraction of the cost. Expect a complex and structured wine with layers of violets, dark forest fruits and wild cherries. Intense savoury notes of tobacco, leather and spice mean this wine matches well with simple grilled meats or rich vegetable-laden stews.",£32.99 per bottle,75CL,Shiraz,,Screwcap,Australia,11.3,"Black Cherry, Black Pepper, Blackcurrant, Liquorice, Smoke, Spice",per bottle,Red,ABV 15.00%,,Bold & Spicy,2018,,High
Late Harvest,Royal Tokaji,"Royal Tokaji was founded in 1990, when a small group of investors had the shared mission of creating a high quality range of traditional Hungarian wine styles. To do this, they brought together 62 small growers from some of Hungary's finest winemaking areas. Renowned for its incredible range of sweet wines, Royal Tokaji has since become one of the most important names in the wine world. This wine's sweetness is achieved by allowing the grapes extended ripening time on the vine, increasing their sugar content. Expect rich notes of ripe peach, exotic fruits and blossom. It has the perfect balance of honeyed sweetness and fresh acidity, making a great pairing for fruit tarts, baklava, or ripe blue cheese.",£15.99 per bottle,50CL,Furmint,"Muscat, Harslevelu",Natural Cork,Hungary,6,"Rose, Honeysuckle, Lychee",per bottle,White,ABV 12.00%,Hungary,,2018,Tokaj,High
Reserva,Muga,"Muga is arguably the most traditional bodega in Rioja. It's based next to the railway station – the heart of old Haro, and there's not a stainless-steel tank in sight. They even have their own cooper to give their barrels the perfect amount of toasting. Unsurprisingly, this Reserva is a real classic. It's a masterclass in ageing, spending 36 months in oak before further resting in the bottle. The long maturation gives it incredible structure and complexity. Full. Smooth. Supple. Its flavours are richly complex. Think blackberry, vanilla, coffee and a hint of spice. This will easily last for a decade – but it's delicious now. Enjoy it best with rack of lamb.",£22.99 per bottle,75CL,Tempranillo,"Mazuelo, Graciano, Grenache",Natural Cork,Spain,10.9,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2019,Rioja,High
Merlot,Meerlust,"Long recognised for producing premium wines, Meerlust Estate has a winemaking history dating back to 1756. They were pioneers of Bordeaux varietals in the Cape, producing Bordeaux-style blends with a unique South African flair. Meerlust means 'pleasure of the sea', as the vineyards are refreshed by ocean breezes and evening mists which roll in from the coast. This allows the grapes to ripen slowly, developing complex flavours but retaining freshness too. Produced from decades-old vines, this complex Merlot is aged for 18 months in oak before it's released. Its intense flavour and structure means it can age for up to another decade or more – so it's no surprise leading critic Tim Atkin awarded it 91 points. Expect opulent notes of ripe bramble fruits, dark chocolate and spice. Its silky tannins and rich flavours make it a great match for red meats.",£26.99 per bottle,75CL,Merlot,,Natural Cork,South Africa,10.5,,per bottle,Red,ABV 14.00%,Stellenbosch,,2018,,Low
Cabernet Sauvignon,19 Crimes,"In 1788, 'punishment by transportation' to Australia became the sentence of choice for convicts in the UK. 19 Crimes is made in tribute to those rogues who forged a new life across the world. And this Cabernet is every bit as bold as their stories. It's aged with 100% American oak, so expect flavours of redcurrants, dark cherries, vanilla and chocolate. Great with beef shortribs.",£10.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Natural Cork,Australia,10.5,"Black Plum, Blackberry, Blackcurrant, Spice, Vanilla",per bottle,Red,ABV 14.00%,South East Australia,Rich & Juicy,2021,,High
Tignanello,Antinori,"Antinori have been making wine for six centuries. For a whopping 26 generations, this family has produced some of the most celebrated wines throughout central Italy, including this – Tuscany's iconic Tiganello. It was one of the first 'Super Tuscans', back in the 1970s, that blended traditional with untraditional grape varieties. It's made primarily with Sangiovese, plus Cabernet Sauvignon and Cabernet Franc, and is now one of Italy's most sought-after wines. It's just as impressive when you crack it open. It's remarkably complex, with aromas of cherry, vanilla, mint and white pepper. There's a velvety plushness, but freshness, too, so it feels both elegant and rich. Serve with a no-holds-barred special occasion meal: filet mignon with black truffle, for example.",£169.99 per bottle,75CL,Cabernet Sauvignon,Sangiovese,Natural Cork,Italy,10.9,"Vanilla, Blackberry, Chocolate, Red Fruit, Spice",per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied,2020,,Medium
Barbaresco,De Forville,"Nebbiolo takes it name from 'nebbia', the fog cloaking the hills of Piedmont around harvest time. The village of Barbaresco lies only a little to the north-east of Barolo in Piedmont and produces wines of a similar style and quality. A big, elegant wine of pale colour. Dark cherries and leather with earthy hints, and a rose perfume, a charming, well integrated wine with a long finish. Muscular tannins give the wine a solid backbone. Try this with a fillet steak with mushrooms. The wine will nicely echo the earthy notes of the mushrooms.",£19.99 per bottle,75CL,Nebbiolo,,Natural Cork,Italy,10.5,"Spice, Earth, Leather, Red Fruit",per bottle,Red,ABV 14.00%,Piedmont,Light & Elegant,2019,Barbaresco,High
The Chocolate Block,Boekenhoutskloof,"An exciting blend of 5 grape varieties, from innovative winemaker Marc Kent. Dominated by around 67% Syrah, the grapes come from several specially selected blocks of vines on Boukenhoutskoloof's estate, fermented and aged for up to 18 months in old French oak. An earthy, rustic nose gives up aromas of leather, earth and spices over a backdrop of blackcurrant and ripe raspberry fruit. Harmonious and powerful on the palate, with a cocoa and pepper complexity. Most at home with spice-rubbed steaks, roast rib of beef, or game dishes.",£49.99 per bottle,150CL,Syrah,"Viognier, Cabernet Sauvignon, Cinsault, Grenache",Natural Cork,South Africa,21.8,"Vanilla, Black Cherry, Black Plum, Chocolate, Coffee, Tobacco",per bottle,Red,ABV 14.50%,Swartland,Savoury & Full Bodied,2021,,Medium
Cabernet Sauvignon,Cape Mentelle,"Cape Mentelle shot to fame with pioneering Cabernet Sauvignon in the 1970s. They're still rightfully considered a benchmark Margaret River winery. Take one sip of this famous Cabernet blend, and you'll see what all the fuss is about. Discover vibrant aromas of dark black fruits, cocoa and orange peel, and flavours of vanilla and bramble fruit. We suggest pairing it with steak and peppercorn sauce.",£72.99 per bottle,75CL,Cabernet Sauvignon,"Merlot, Petit Verdot",Screwcap,Australia,10.9,"Black Cherry, Black Fruit, Black Plum, Blackcurrant, Cedar, Chocolate, Tobacco",per bottle,Red,ABV 14.50%,Western Australia,Savoury & Full Bodied,2017,Margaret River,High
Fronsac,Château Arnauton,"Fronsac is situated in Bordeaux's Right Bank. It's predominantly made from Merlot, just like neighbouring Pomerol and Saint-Émilion. This wine also includes Cabernet Franc and Malbec, bringing greater structure and vibrant, fruity aromas. The 2014 vintage won a gold medal at the prestigious Concours Général Agricole de Paris competition. There's notes of red and black fruits with a spicy hint of vanilla and elegant tannins. Enjoy it with beef Wellington.",£16.99 per bottle,75CL,Merlot,Cabernet Franc,Natural Cork,France,10.5,"Blackcurrant, Savoury, Spice",per bottle,Red,ABV 14.00%,Bordeaux,Savoury & Full Bodied,2014,Fronsac,Medium
Haut-Médoc,Château Citran,"Château Citran has stood strong since the 14th century. Moulins de Citran is the estate's second wine. This means that it's made from slightly younger vines than the Grand Vin, but with just as much care and attention. So if you're adding just one bottle of great-value Bordeaux to your wine rack, make it this. Ripe. Structured. Supple. Discover flavours of ripe strawberry, raspberry and black cherry, with mature notes of nutmeg, cedar and tobacco. Its silky texture and long, complex finish pairs perfectly with grilled pork chops topped with melted cheddar cheese.",£20.99 per bottle,75CL,Cabernet Sauvignon,Merlot,Natural Cork,France,9.8,"Vanilla, Black Cherry, Blackberry, Blackcurrant, Blueberry, Cedar, Nutmeg, Tobacco",per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2012,Haut-Médoc,High
Pessac-Léognan,Château La Garde,"""Château La Garde has exceptional gravel soils. The winemaking team here claim that this is one of the finest areas for Bordeaux Blanc. Taste this and decide for yourself. This is a fresh, fruity and complex wine, with notes of citrus fruit, a mineral, chalky character and a long finish. At its best lightly chilled with asparagus risotto.  """,£29.99 per bottle,75CL,Sauvignon Blanc,Sémillon,Natural Cork,France,9.8,"Citrus Fruit, Green Apple, Lemon",per bottle,White,ABV 13.00%,Bordeaux,Fresh & Elegant ,2019,Pessac-Léognan,High
Pessac-Léognan Blanc,Château La Garde,"""Château La Garde has exceptional gravel soils. The winemaking team here claim that this is one of the finest areas for Bordeaux Blanc. Taste this and decide for yourself. This is a fresh, fruity and complex wine, with notes of citrus fruit, a mineral, chalky character and a long finish. At its best lightly chilled with asparagus risotto.  """,£29.99 per bottle,75CL,Sauvignon Blanc,Sémillon,Natural Cork,France,9.8,"Citrus Fruit, Green Apple, Lemon",per bottle,White,ABV 13.00%,Bordeaux,Fresh & Elegant ,2019,Pessac-Léognan,High
Saint-Estèphe,Château Meyney,"Château Meyney's grand vin is made up predominantly of Cabernet Sauvignon and Merlot, with a dash of Petit Verdot. Its notes of blackberry, raspberry, graphite and sweet spices are framed by snappy tannins, and it's just hitting its prime now.",£37.99 per bottle,75CL,Cabernet Sauvignon,"Merlot, Cabernet Franc",Natural Cork,France,10.1,"Cedar, Black Plum, Blackcurrant",per bottle,Red,ABV 13.50%,Bordeaux,Savoury & Full Bodied,2017,Saint-Estéphe,High
Sauvignon Blanc,Cloudy Bay,"Cloudy Bay is widely credited with introducing New Zealand wines to the world with their signature Sauvignon Blanc. The 2020 vintage saw near-perfect vineyard conditions, producing a bright and focused wine. Expect to find notes of ripe grapefruit, lime and passionfruit. Wonderful with salmon and asparagus.",£60.99 per bottle,1.5LTR,Sauvignon Blanc,,Screwcap,New Zealand,20.3,"Tropical Fruit, Grass, Green Apple, Lemon",per bottle,White,ABV 13.50%,Marlborough,Crisp & Zesty,2021,,High
Viña del Olivo,Contino,"If you like Rioja, you've almost certainly heard of CVNE (or Cune to some) before. This is their flagship red. To make it, they've shunned many of the more traditional approaches. It's made from 40-year-old vines, aged in French, American and Hungarian oak over 17 months and left in the bottle for over a year. As a result, it's complex, rich and truly indulgent. Expect notes of red and black fruit, vanilla and liquorice. Try it with Manchego. The 2017 vintage scored 94 Parker Points.",£75.99 per bottle,75CL,Tempranillo,Graciano,Natural Cork,Spain,10.5,"Black Fruit, Liquorice, Red Fruit, Vanilla",per bottle,Red,ABV 14.00%,La Rioja,Savoury & Full Bodied,2020,Rioja,High
Dolcetto d'Alba,De Forville,"One of the lesser-known grapes of Piedmont, Dolcetto usually produces soft, fruity and early maturing wines. The best come from around Alba, as does this one from De Forville, a family that has been making wine in Piedmont since the 1860's. A clear and bright ruby in colour, with an expressive nose of youthful fruits. Rich, dark cherries and liquorice on the palate and a fresh finish. Enjoy with cold cuts or cured meats, pizza, or on its own.",£11.99 per bottle,75CL,Dolcetto,,Natural Cork,Italy,10.5,"Earth, Black Cherry, Black Plum",per bottle,Red,ABV 14.00%,Piedmont,Soft & Fruity,2021,Barbera D'Alba,High
Saint-Joseph,E. Guigal,"The Guigal family's meticulous approach has earned them a reputation in the Rhône Valley as world-class winemakers. They even make their own barrels to get the very best from each vintage. This is an exceptional 100% Syrah red from one of the northern Rhône's up-and-coming region, Saint-Joseph. It's made from vines that are up to 50-years-old. This maturity makes for a real concentration in its red-fruit flavours. Its elegant tannins go very well with red meats and cheese.",£25.99 per bottle,75CL,Syrah,,Natural Cork,France,10.9,"Spice, Black Cherry, Black Plum, Blackberry",per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy,2019,Saint-Joseph,Medium
Pinot Noir,Erath,"Oregon offers the perfect conditions for growing the delicate Pinot Noir grape. And no one knew this better than Dick Erath, who was the first person to plant vines in the now famous Dundee Hills. Today, the same volcanic soils produce some of the state's best Pinot. And Erath consider this one of their best. Expect cherry, berry jam, raspberry and a hint of warm spice. Try this with your Sunday roast chicken.",£24.99 per bottle,75CL,Pinot Noir,,Screwcap,USA,10.1,"Vanilla, Black Fruit, Red Fruit, Spice",per bottle,Red,ABV 13.50%,Oregon,Light & Elegant,2020,,High
Brunello di Montalcino,Gianni Brunelli,"In 1987, Gianni Brunelli returned home to Montalcino and bought back a property once owned by his father. This, along with a second 4.5 hectare plot of land, very soon became the source of some of the region's most celebrated Brunello. Both estates are now in the hands of his wife, Laura, who upholds the great reputation. This is a concentrated and slightly savoury expression of the Sangiovese grape, with flavours of cherry, wild strawberry, forest floor and tobacco. Decant for an hour before serving with a herby steak of cellar until 2040.",£52.99 per bottle,75CL,Sangiovese,,Natural Cork,Italy,10.9,"Earth, Leather, Red Cherry, Red Fruit, Tobacco, Vanilla",per bottle,Red,ABV 14.50%,Tuscany,Savoury & Full Bodied,2017,Brunello Di Montalcino,High
Chardonnay,Hamilton Russell Vineyards,"Hamilton Russell Vineyards boasts a lot of superlatives. They're one of the most southerly vineyards in Africa. They were pioneers in now-celebrated Hemel-en-Aarde Valley, producing the first vintage back in 1981. And they're one of South Africa's finest wineries, often compared to the finest of Burgundy. Thanks to their southerly spot, they have a cool climate that's perfect for Chardonnay and Pinot Noir. They keep yields small on the vineyard, and intense demand keeps these elegant estate-grown wines in short supply. When you taste this Chardonnay, you'll see what the fuss is about. It has prominent pear and lime notes, bright natural acidity, a hint of oak and a refreshing minerality. It's textured, intense and certainly not lacking personality. Try it with a mushroom risotto or roasted chicken. Tim Atkin MW gave the 2020 vintage 96 points.",£39.99 per bottle,75CL,Chardonnay,,Natural Cork,South Africa,10.1,,per bottle,White,ABV 13.50%,Walker Bay,Rich & Toasty,2021,,High
Chardonnay,Hanna,"In 1985 world-famous cardiac surgeon Dr. Elias Hanna founded the Hanna winery. He quickly became an iconic winemaker. And his daughter, Christine, today leads the way with this complex, elegant Chardonnay. Expect notes of tropical fruit, caramel and vanilla. Serve this at 10-13 degrees with roast chicken.",£27.99 per bottle,75CL,Chardonnay,,Natural Cork,USA,10.9,"Vanilla, Apricot, Green Apple, Green Fruit, Peach, Stone Fruit, Tropical Fruit",per bottle,White,ABV 14.50%,California,Rich & Toasty,2019,Sonoma,High
Shiraz,Kangarilla Road,"In 1997, the O'Brien family purchased an old vineyard in the heart of McLaren Vale. They soon discovered that its ancient geology was perfect for nurturing complex and full-bodied Shiraz. The critics agree: Australia's leading wine critic, James Halliday, gave the winery the top Five Red Star rating. After just a sip of this wine, you'll see why. Packed with black fruits, dark chocolate and a creamy texture, it's a perfect pairing for beef short ribs.",£14.99 per bottle,75CL,Shiraz,,Screwcap,Australia,10.9,"Vanilla, Black Cherry, Black Plum, Blackberry, Blackcurrant, Chocolate, Raspberry, Tobacco",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2021,Mclaren Vale,High
Paul Sauer,Kanonkop,"Kanonkop is named after a kopje (hillock) in the nearby Simonsberg mountains. But there is more than pretty landscapes to mark this Stellenbosch winery out as special. In the 1970s, Paul Sauer noted the site's suitability for grape-growing and planted vineyards on the granite soils to great success. Now, Kanonkop's flagship bottling – a Bordeaux-style blend of Cabernet Sauvignon, Merlot and Cabernet Franc – is one of South Africa's most prestigious wines. Expect complex notes of blackcurrant, wildflowers and cigar box. Enjoy it with prime rib.",£53.99 per bottle,75CL,Cabernet Sauvignon,"Cabernet Franc, Merlot",Natural Cork,South Africa,10.9,"Black Fruit, Blackberry, Blackcurrant, Cigar Box, Earth, Leather, Tobacco",per bottle,Red,ABV 14.50%,Stellenbosch,Savoury & Full Bodied,2019,,High
Malbec,Las Maletas,"Love smooth, ripe, fruity reds? You can't miss this delicious Malbec – we're lucky enough to have secured it as a Majestic exclusive. It's from Mendoza, Malbec's heartland. Some of the vines are more than fifty years old – it's the perfect microclimate for ripening really concentrated grapes. This is a really juicy and moreish wine, with a plush, velvety texture. Discover cherry, plum and blueberry notes with subtle vanilla spice. We think there's nothing better with a juicy beef burger.",£8.99 per bottle,75CL,Malbec,,Natural Cork,Argentina,10.1,"Violet, Black Fruit, Red Fruit, Ripe Fruit",per bottle,Red,ABV 13.50%,Mendoza,Soft & Fruity,2022,,High
Le Difese,Tenuta San Guido,"""This 70-30 blend of Cabernet Sauvignon and Sangiovese would indeed pair perfectly with game dishes such as fettuccine in rabbit sauce or wild boar sausage thanks to that extra touch of acidity that cuts through any fattiness. Dried cherry, blackberry, leather and tobacco enhance the wine's medium build and silky texture. There is a distant touch of overripe fruit at the very beginning. Le Difese is aged for 12 months in both French and American oak. Anticipated maturity: 2013-2018"". 89 points. Monica Larner, The Wine Advocate.",£27.99 per bottle,75CL,Cabernet Sauvignon,Sangiovese,Natural Cork,Italy,10.5,"Vanilla, Black Cherry, Cedar, Earth, Tobacco",per bottle,Red,ABV 14.00%,Tuscany,Savoury & Full Bodied,2020,Bolgheri,Medium
Châteauneuf-du-Pape,Les Grandes Serres,"In the early 1920s, Châteauneuf-du-Pape was awash with substandard wines. So, the region decided to introduce some controls – specifying grape varieties and growing guidelines – which would guarantee consistent quality. It worked so well it inspired the whole French appellation contrôlée system – proof that pushing the bounds of convention can give great rewards. That's Les Grandes Serres' ethos. They keep their yields even lower, and harvest even later than is standard in Châteauneuf, determined to make their wines better and better. This wine is a case in point. It's intensely concentrated, with a really plush texture. Rich aromas jump out of the glass. Black cherry. Plum. Black pepper. And supple tannins from oak ageing. And its woody-herb flavours make it sublime with lamb chops.",£27.99 per bottle,75CL,Grenache,Syrah,Natural Cork,France,10.9,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy,2020,Châteauneuf-Du-Pape,Medium
Bourgogne Pinot Noir,Louis Jadot,"Maison Louis Jadot has been making wine in Burgundy since before 1859. With an unwavering dedication to quality, winemaker Jacques Lardière aims for excellence with all his wines. Displaying subtle hints of red fruit and violets on the nose, with a well rounded palate of cherry and raspberry fruit with a rounded texture. Gently tannic and with good length. Drinking superbly on its own, also try this with small game.",£17.99 per bottle,75CL,Pinot Noir,,Natural Cork,France,9.8,"Strawberry, Cranberry, Red Cherry",per bottle,Red,ABV 13.00%,Burgundy,Light & Elegant,2021,,High
Meursault,Louis Jadot,"There's a reason that Louis Jadot wines are firm favourites among Majestic customers. Louis Jadot is one of the biggest names in Burgundy – a name you can depend on for consistently well made, delicious wines. Winemaker Frédéric Barnier built a reputation for elegant white wines working at the prestigious Château de Chassagne-Montrachet. You can taste his skill in this Meursault. All the grapes behind it are picked from the protected Clos du Cromin climat and spend a generous 16 months in oak barrels. The result is classically ripe, rich and toasty, with notes of stone fruits, cream, hazelnut and honey. Match the indulgent flavours with soft French cheeses.",£58.99 per bottle,75CL,Chardonnay,,Natural Cork,France,9.8,"Butter, Cream, Hazelnut, Honey, Stone Fruit",per bottle,White,ABV 13.00%,Burgundy,Rich & Toasty,2020,Meursault,Medium
